Sentence,Emotion
per thử cảm giác mạnh,Trung lập
"giáo_viên thực_hành wzjwz215 thường_xuyên đi trễ ( 30 đến 45 phút ) và hay cho nghĩ vào giờ chót , có 2 bữa cho nghĩ mà không báo trước .",Tức giận
có lẽ em là người duy nhất nhớ mọi chi tiết,Buồn bã
có người đứng trước cổng rất lâu mà không nói gì,Sợ hãi
nói_chung again 10 fraction 10,Trung lập
"máy_chiếu thì quá mờ mới gần đây thôi , quạt thì có cái chạy được , có cái bị hỏng công_tắc .",Tức giận
em thường cảm thấy như bị bỏ lại phía sau .,Sợ hãi
"thầy giảng hay , nhiệt_tình .",Vui vẻ
"cuối_cùng thì ngoài những lời phê_bình thầy quá nhiều , khó kể hết .",Tức giận
"kiến_thức thực_hành không song_song với lý_thuyết , một_số bài thực_hành với kiến_thức có khi trước cả khi được học ở lớp lý_thuyết .",Buồn bã
điều em hài_lòng nhất đó là giảng_viên giảng bài rất dễ hiểu và lưu_ý được những lỗi thường xảy ra khi làm bài_tập .,Vui vẻ
sự tận_tình đối_với học_viên .,Vui vẻ
sự tận_tâm của giảng_viên .,Vui vẻ
cô chấm kỹ quá .,Tức giận
cảm giác bị tụt lại phía sau bạn bè làm em rất sợ .,Sợ hãi
thấy tội em thỏ bị ăn đòn tới tấp,Buồn bã
"dạy đúng giờ , nhiệt_tình .",Vui vẻ
thế là đúng quy trình rồi,Trung lập
"thương các bác quá , vất vả 10 năm trời mà bị như vậy 😭",Buồn bã
"khi nghỉ học , cần thông_báo kịp_thời trên web của khoa wzjwz148",Trung lập
cần giảng bài bằng tiếng anh nhiều hơn .,Trung lập
tôi thấy bàn tay ai đó đặt lên vai mình qua gương,Sợ hãi
em sợ mình sẽ không đủ tự tin để phỏng vấn xin thực tập .,Sợ hãi
mỗi khi đi thi là lo lắng đến run cả người,Sợ hãi
tao thấy cảm động vãi .,Vui vẻ
"cô dạy hơi khó hiểu , dạy nhanh .",Buồn bã
nghe tiếng thì thầm trong phòng trống khiến mình đứng hình,Sợ hãi
quý thầy lắm .,Vui vẻ
chơi trò_chơi .,Trung lập
chân thành và giản dị . con yêu mến tình cảm của 2 cụ,Vui vẻ
em rất thích những tiết sửa bài_tập của cô .,Vui vẻ
em không biết xử lý khi thấy bạn học bị ngất.,Sợ hãi
phương_pháp của thầy hay.,Vui vẻ
Tôi không thể ngừng nghĩ về những điều tồi tệ có thể xảy ra nếu tôi không làm đúng.,Sợ hãi
"dạy nhiệt_tình , thêm kiến_thức bên ngoài .",Vui vẻ
... bố nhà mày ... t nông thôn còn không biết nấu đòi thành phố ...,Tức giận
bắt ve cho nó điiii . trông khổ quá,Buồn bã
"vào lớp muộn , cho ra trễ .",Tức giận
cô vui_tính .,Vui vẻ
"dạy hay dễ hiểu , lên_lớp đầy_đủ .",Vui vẻ
đảm báo giờ lên_lớp và kiến_thức .,Trung lập
giảng_viên nhiệt_tình với sinh_viên trong các buổi học.,Vui vẻ
"khối_lượng kiến_thức bài_tập trong một buổi thực_hành là hơi nhiều với những bài_tập đa_dạng và có độ khó cao , điều đó vừa tốt vừa không tốt vì một_số bạn sẽ khó bắt kịp .",Trung lập
tổ_chức học bù cho các buổi nghỉ để cung_cấp đầy_đủ kiến_thức.,Trung lập
"phim hay dã man diễn viên chính đẹp trai , xem đi xem lại không chán",Vui vẻ
"chưa cung_cấp cách nhìn sâu hơn về môn_học vào thực_tế hiện_nay , chỉ mới mang tính trừu_tượng .",Buồn bã
"cô dạy hay , dễ hiểu , giảng kỹ , thân_thiện với sinh_viên",Vui vẻ
thầy_giáo quá khắc khe đối_với một môn_học mang tính nhập_môn .,Buồn bã
tận_tâm và nhiệt_tình trong giảng_dạy .,Vui vẻ
k cần chuyển cũng sắp đi rồi admin ạ,Trung lập
"thầy giảng dễ hiểu , kiến_thức thực_hành phong_phú lấy từ nhiều nguồn và dễ gần .",Vui vẻ
thầy tận_tâm giải bài và giảng bài .,Vui vẻ
"mà hiệu quả bất ngờ quá , quá đỉnh .",Vui vẻ
khôn lõi đời à ? chừa này,Tức giận
mong thầy sẽ lên_lớp nhiều hơn và có định_hướng rõ_ràng về nội_dung môn_học để các bạn tìm_hiểu vã nắm rõ chúng .,Trung lập
"đã đổi_mới chương_trình đột_ngột thì không nên đổi_cả ngôn_ngữ , vì quá khó đối_với sinh_viên .",Tức giận
mày coi chừng có ngày tao dã dô mặt mày như dzầy,Tức giận
quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt,Trung lập
bạn thân của tôi có người khác để tâm sự,Buồn bã
"nhiệt_tình , liên_hệ những vấn_đề có liên_quan rất tốt , bài_tập hay .",Vui vẻ
gặp người giống hệt mình nhưng không nhớ từng gặp,Sợ hãi
cơn gió đầu đông khiến tim em se lạnh,Buồn bã
đợi chúng nó đang ăn lấy xe cứu hỏa phun nước ôi tao hình dung ra cảnh đó thật tuyệt,Vui vẻ
"không có sức hút thì tao vẫn cắt , mùa hè để tóc dài nóng thấy mẹ",Trung lập
"cung_cấp kiến_thức tốt , cách giảng_dạy tốt .",Vui vẻ
em mong thầy sẽ chỉ_bảo cho các lớp sau nhiều hơn về vấn_đề này .,Trung lập
"về thời_gian học doubledot thường_xuyên nghỉ dạy không báo trước , sinh_viên lên tới lớp mới có thông_báo nghỉ .",Tức giận
giảng_viên không sử_dụng moodle để sinh_viên nộp bài_tập mà yêu_cầu gửi qua mail cá_nhân .,Tức giận
tôi thấy bàn học được di chuyển dù nhà chỉ có một mình,Sợ hãi
"giáo_viên vui_tính , tích_cực .",Vui vẻ
đang trong lớp mà ứa nước mắt,Buồn bã
"thầy dạy hay , nhiệt_tình , vui_vẻ , cho đề dễ .",Vui vẻ
không thực_hành .,Tức giận
mấy lần đi ngang hết hồn,Sợ hãi
"deadline 3 lần sau đó được cho thêm 2 ngày , nhưng đến 23h59 ngày hôm sau đã quá hạn , nếu nộp vào ngày hôm sau nữa sẽ trễ deadline .",Tức giận
thầy trẻ trâu .,Trung lập
"thầy nhiệt_tình và rất quý sinh_viên , giải bài_tập chi_tiết và có kèm ví_dụ sinh_động , em rất thích thầy và mong thầy tiếp_tục dạy lớp em .",Vui vẻ
Giọng điệu đó là sao?,Tức giận
em lo rằng kiến thức học được không đủ để đi thực tập .,Sợ hãi
thầy giảng lý_thuyết sơ_sài rồi kêu sinh_viên về tự google mà code .,Tức giận
địt mẹ 2 thằng bạn lol,Tức giận
xem mà cuối phim thấy tội chị ma nữ 😂,Buồn bã
"nói_chung , tôi và bạn_bè sau khi học môn nay đã từ_bỏ lập_trình android .",Buồn bã
chưa giảng chi_tiết những bài_tập sinh_viên không làm được .,Tức giận
thầy giỏi và nhiệt_tình .,Vui vẻ
giảng_viên không nhiệt_tình giải_đáp thắc_mắc.,Tức giận
mong thầy đảm_bảo giờ lên_lớp .,Trung lập
"giảng_dạy nhiệt_tình , giúp_đỡ sinh_viên trong quá_trình làm đồ_án .",Vui vẻ
còn mốt số ý thầy truyền_đạt vẫn còn chưa tốt .,Tức giận
Cảm giác không an toàn khi đi ra ngoài một mình khiến tôi rất sợ hãi.,Sợ hãi
bài kiểm tra biến mất khỏi máy tính không dấu vết,Sợ hãi
"thầy hay đi trễ , nghỉ nên thời_gian trên lớp rất ít .",Tức giận
giảng_viên cho nhiều bài_tập khó .,Trung lập
tưởng tao sợ ư từ cái lần mày dọa rắn tao và tao rơi điện thoại cuối cùng vỡ màn hình là tao đéo sợ nữa nhớ,Vui vẻ
"thầy tận_tâm , nhiệt_tình , giúp_đỡ sinh_viên , sẵn_sàng giải_đáp thắc_mắc của sinh_viên .",Vui vẻ
"các phần nội_dung được đề_cập trong môn_học được thầy truyền_đạt theo phương_pháp riêng một_cách đơn_giản , dễ hiểu .",Vui vẻ
thầy hay chém gió.,Trung lập
thì con đỉ mẹ mày ghi nhanh vào .,Tức giận
"rất nhiệt_tình , nhưng cách truyền_đạt của thầy và sự tiếp_thu của sinh_viên còn ít , các hoạt_động trao_đổi trên moodle rất hạn_chế .",Buồn bã
"kiến_thức truyền_đạt còn ít , thời_gian lên_lớp thường trễ .",Buồn bã
Đừng có đứng đó mà phán xét tôi nữa!,Tức giận
"cô tận_tâm , có theo_dõi sức học_tập của từng bạn .",Vui vẻ
"giảng_viên tận_tâm , kiến_thức tốt , khả_năng truyền_đạt tốt .",Vui vẻ
hình như xe biển xanh,Trung lập
em thường xuyên bị bối rối trước những tình huống bất ngờ .,Sợ hãi
không may thụt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,Sợ hãi
phòng lab chưa được cải_thiện .,Tức giận
"bảo không ly hôn cơ mà 😑, dma chơi nhau à",Tức giận
có chuyên_môn cao .,Vui vẻ
em lo khi phải học những môn có tỷ lệ rớt cao .,Sợ hãi
bóng của chính mình đôi khi cũng làm em giật mình.,Sợ hãi
trời bắt đầu nổi gió lớn và em ở nhà một mình.,Sợ hãi
em cảm_ơn thầy nhờ thầy mà em hiểu về oop nhiều hơn .,Vui vẻ
việc thắc_mắc thầy điều giải_đáp.,Vui vẻ
yên tâm đi ông trời không bất công với ai đâu,Trung lập
per đồng nghiệp không tốt ta có thể bị chửi và ăn đòn từ sáng đến tối 🙄,Sợ hãi
có phản_hồi và giải bài kỹ cho sinh_viên .,Vui vẻ
học khó hiểu .,Buồn bã
mỗi khi gặp người mặc đồ đen kín mít là mình lại thấy lo,Sợ hãi
trong lớp có một cái ghế thừa mà ai cũng tránh ngồi,Sợ hãi
hoạt_động nhóm quá nhiều dẫn đến mất thời_gian .,Buồn bã
ít lên_lớp .,Trung lập
"phòng thực_hành dây mạng không rút được , wifi thì yếu .",Tức giận
"có ví_dụ trực_quan, sinh_động.",Vui vẻ
"thầy dạy không nhiệt_tình , ít giảng , kiến_thức chuyên_môn logic mờ chưa chuyên_sâu , gây tâm_lý lo_lắng , hoang_mang cho sinh_viên .",Tức giận
"giảng_viên còn chưa tận_tâm , phong_cách giảng_dạy chưa thu_hút được sinh_viên .",Buồn bã
Tiếng nước sôi sùng sục từ ấm điện đã tắt công tắc,Sợ hãi
giọng thầy hơi khó nghe .,Tức giận
mong nhà_trường sẽ có nhiều biện_pháp để tăng_cường thêm các trang thiết_bị và cơ_sở vật_chất để phục_vụ tốt hơn cho việc học tiếng anh của sinh_viên .,Trung lập
ngọt hơn cả người yêu haaaaa,Vui vẻ
"em rất thích cô , cô dạy hay dễ hiểu .",Vui vẻ
giáo_trình môn_học quá mơ_hồ nghèo_nàn nên giảng_viên cũng không biết nên dạy theo thế_nào .,Trung lập
dạy chú_trọng đến người học .,Vui vẻ
em sợ khi bị yêu cầu phát biểu ý kiến mà chưa chuẩn_bị .,Sợ hãi
thua sự mặt dày của khách nên cho một xíu . :v,Trung lập
đang nói chuyện thì bạn đột ngột quay sang nhìn trừng trừng,Sợ hãi
bóng đèn nổ tung mỗi khi tôi bước vào nhà,Sợ hãi
thầy dạy không hiệu_quả .,Tức giận
trời ơi tao chóng mặt quá đi :((,Buồn bã
mọi lời hứa cuối cùng cũng chỉ là gió thoảng,Buồn bã
mày là con bé gái bố mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy =))),Tức giận
cưng quá hà,Vui vẻ
cô dạy rất tận_tình chu_đáo .,Vui vẻ
rất mong thầy dùng giáo_trình tiếng việt để giảng_dạy .,Trung lập
"mày đúng là nên gặp bác sĩ tâm lý , và hoàn toàn nghe theo bác sĩ",Trung lập
dạy không liên_quan .,Tức giận
"cô dạy rất dễ_thương , dễ hiểu , nắm chắc kiến_thức .",Vui vẻ
per giải trí =))),Vui vẻ
"thầy vui_tính , chuyên_môn vững .",Vui vẻ
giọng nói vang lên từ loa dù không ai bật,Sợ hãi
per phim nào cũ thì người cũng hay hêt ́ tao anh ơi,Vui vẻ
"tôi đã tha thứ, nhưng lòng vẫn không nguôi ngoai",Buồn bã
đm cười ĩa,Vui vẻ
khi cô đơn lòng em nhớ ai :((,Buồn bã
tao mới mọc răng khôn huhu,Buồn bã
chưa chuẩn_bị bài giảng kỹ_càng trước khi lên_lớp .,Trung lập
"chất_lượng môn tốt , em không ý_kiến .",Trung lập
per nhìn nó gớm những vẫn khoái coi . thú vui biến thái dễ sợ,Vui vẻ
tôi cùng hoàn cảnh với bạn má tôi củng bệnh và từng ngày từng ngày tôi bên má tôi sợ giây phút má bỏ tôi ra đi và ngày đó củng đến ai còn mẹ hảy quí từng giây từng khắc bên mẹ,Buồn bã
"mỗi sáng thức dậy, rèm cửa đều bị vén lên dù tôi kéo kín trước đó",Sợ hãi
nam thần tự do,Trung lập
"kỳ trước có học thầy , thầy nhiệt_tình , nhưng chắc mới dạy nên chưa có kinh_nghiệm truyền_tải kiến_thức để sinh_viên hiểu dễ_dàng .",Buồn bã
nhớ bộ phim thằng gù nhà thờ đức bà không ?,Trung lập
"tận_tâm , nhiệt_tình , tiết học vui_vẻ dễ tiếp_thu .",Vui vẻ
"cô_giáo nhiệt_tình , tận_tâm với lớp , truyền_đạt hay .",Vui vẻ
"đôi_khi đến lớp muộn , giọng nói còn nhỏ .",Trung lập
ghi bài quá nhiều.,Buồn bã
giảng_viên tạo điểu kiện sinh_viên hoạt_động .,Vui vẻ
ngầu vãi lìn luôn á :))),Vui vẻ
em bị giằng xé giữa việc tiếp tục học hay bỏ cuộc .,Sợ hãi
biết được một_số kỹ_năng .,Trung lập
kkk ... bếp dầu một thời ta hay nấu đây nè,Vui vẻ
ko như thằng per năm ấy ngồi cạnh tao một hai không cho chép bài thi ! đm,Tức giận
buồn thay cho lớp tao,Buồn bã
no ́ xâ ́ u tao thi ̀...,Tức giận
đưa ra ví_dụ nhiều hơn ngoài slide .,Trung lập
"đây là chỗ mấy đứa bây khoe khoang yêu đương đấy à , biết gió mùa về rồi không ??",Tức giận
"tận_tâm nhiệt_tình , giảng_giải cho sinh_viên chưa hiểu tỉ_mỉ .",Vui vẻ
tôi cũng muốn được cảm thấy như vậy ??,Buồn bã
mỗi lần mở điện thoại đều thấy màn hình ghi 'hãy rời khỏi nơi đó',Sợ hãi
1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :)),Vui vẻ
cưng quá trời luôn,Vui vẻ
mong rằng cô sẽ điều_chỉnh để sinh_viên có_thể dễ_dàng theo_dõi bài giảng hơn .,Trung lập
"cần đặt mục_tiêu rõ_ràng nhất từ môn_học và môn_học cần được học ở sinh_viên năm nhất , vì lúc vào sinh_viên còn rất ngỡ_ngàng với các khoa và các môn_học sẽ học vì_thế nên học trước để tạo tâm_lý , cũng như sinh_viên phải biết mình cần làm gì , tạo nên sự chủ_động trong học_tập và làm_việc .",Trung lập
nhiều bài_tập kiểm_tra năng_lực qua từng phần.,Trung lập
cần tăng số buổi gặp giáo_viên hướng_dẫn .,Trung lập
"giảng_viên không chuẩn_bị bài giảng trước khi đến lớp , nói qua_loa .",Tức giận
"giảng_viên nên tận_dụng tốt hơn moodle trong việc chia_sẻ tài_liệu , thông_báo .",Trung lập
"thầy vui_vẻ , tận_tâm , sẵn_sàng giải_đáp thắc của sinh_viên , khả_năng truyền_đạt tốt .",Vui vẻ
"vui_vẻ , hoà_đồng , tổ_chức nhiều hoạt_động về môn_học .",Vui vẻ
Bộ đồ lặn cũ kỹ tự phồng lên như có người đang mặc,Sợ hãi
lại sắp đánh án lớn,Trung lập
"môn_học thực_sự cần những kỹ_sư , những người làm_việc thực_tế chia_sẻ như những buổi thảo_luận , góp_ý .",Vui vẻ
xem giải trí thật,Vui vẻ
