,Emotion,Sentence
579,Sadness,giá mà có ai để giận :v
635,Sadness,"chân ta cũng là chân đi và giờ bị đứt dây chằng , nằm một chỗ đợi mổ rồi mày . đồng cảm vãi"
1043,Sadness,"ai ở gần đó xin hãy giúp chú , thương chú"
1199,Enjoyment,cuối ngày hình ảnh của ông bà là đẹp nhất ... chúc ông bà mãi hạnh phúc sống thật lâu lâu nhé 😘😘😘
1002,Other,cắt như anh này gọn gàng thoáng mát nhé auto đẹp trai
802,Other,"có thể xương của mày nó bị giòn , xuất viện nhớ bổ sug thêm nhiều canxi nhé"
973,Other,per 1 lần chơi lớn xem em có trầm trồ
1503,Enjoyment,xin lỗi mày nhưng tao đọc buồn cười
981,Sadness,trải qua một cuộc bể dâu . những điều trông thấy mà đau đớn lòng
324,Other,t nghĩ thằng châu phi kia nó rất nhiều tiền
525,Anger,per đi đâu cũng nghe bài này riết muốn tắt dẹp cho rồi
1365,Disgust,nhìn thấy ghét ...
300,Disgust,per xàm lol giáo dục đéo gì
1273,Anger,per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???
399,Sadness,chán mấy ông thanh niên .
1490,Disgust,trẻ trâu thời nào cũng có thông cảm đi
1037,Other,cũng là chị em nó làm nhà trẻ nên chịu thôi
1307,Disgust,bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác
1237,Anger,đốt cháy túi tiền thì ở nhà cho rồi . xem chi không biết
424,Enjoyment,per có thằng bị tao bắn từ đó không thấy họa mi hót nữa luôn
1351,Enjoyment,"hôm qua tôi đi grab gặp được bạn đẹp trai , thơm phức nè . có cô gái nào có hứng thú hem ?"
1441,Enjoyment,đẹp quá v 😍😍
774,Other,:) thế trong trường hợp này thì sao ? có nhiều xe lắm đâu cụ
211,Fear,lo cho thang bé lỡ rớt điện thoại xuống nước thì ....
584,Other,per dăm ba cái con nhện :)))))
475,Other,ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂
58,Other,trong 1 năm đó bố mẹ ông cho ông 10 tỷ đố là tiêu vặt và 1 con lám bồ để đi giao hàng
896,Disgust,k chăm được thì đừng nuôi nhìn tội quá ??
1148,Sadness,"có hôm nó lo đọc cho mình nên không chép kịp bài , cô giáo bắt phạt đánh đòn cả hai đứa . năm sau bạn í chuyển trường mất , nhớ bạn quá !"
421,Fear,"đừng ám tao nữa , sợ lắm"
956,Other,tao gửi từ ngã tư đồng đội cơ mà đi xa vãi
239,Disgust,"lạ kì thật , một kì thi quan trọng như vầy mà vẫ nhầm đề được ."
511,Sadness,định mệnh tao lại quên mang áo mưa
1560,Sadness,chia buồn cùng người dân và đất nước pháp
1128,Enjoyment,"per mày ơi trò này lợi hại nè áp dụng ngay :"")))"
1089,Sadness,per :))) không bù cho nhũng người như cta
211,Enjoyment,ôi gu mình !! mà phim lâu quá rùi giờ mà đóng lại bản khác thì không biết sao haaa
1346,Sadness,"giống hệt mình , nhưng bạn may mắn hơn vì bên này quyết trốn nợ tận cùng"
1208,Anger,"đéo mẹ bệnh viện chứ có phải chỗ gửi xe đâu , nó niêm yết rõ ràng như thế kêu ca cái gì"
1795,Surprise,per ngày mai là ngày gì mà ra lắm phim vậy bạn ?
1537,Sadness,"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng dáng con , mong con vẫn sống ..."
978,Other,chất đó có làm mềm não không ?
316,Other,em này có cạo lông không ta sao nhìn lông ngăn quá
777,Sadness,"ngày nào cũng thấy tàu trật bánh , khá buồn"
1592,Disgust,tao thấy nhảm quá
1960,Surprise,y tế 24tr tháng á ???? kinh vầy ???
1390,Disgust,"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm"
1661,Enjoyment,per em đã tìm ra giải pháp thiết kế rồi nhé :)))
728,Sadness,sad cực mạnh
254,Enjoyment,per may cho bạn 😄😄😄
1378,Sadness,đợi đến ngày họp lớp đi 😪
1870,Enjoyment,tao thích con trai đầu tóc gọn gàng vãi_chưởng 🙃
110,Enjoyment,"hành động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn :)) 0"
1469,Enjoyment,chỉ ước về sau mình được vay
1199,Disgust,"bạn bè nói chuyện cũng chụp post facebook , vui không ?"
1157,Sadness,per mệt quá mấy con ơi
296,Other,nói tóm lại là nó thích đỗ đâu thì nó đỗ mình thích thì mình gọi công an . chứ mình không có quyền
1250,Sadness,"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑"
755,Other,tôi muốn có một mối tình bình dị .
358,Fear,hú hồn chim én :))
1356,Sadness,phải có bao nhiêu tình cảm mới có thể viết ra được những dòng này ...
862,Disgust,"bờ biển thì rộng , có những chỗ mày viết có thể rất lâu sau mới bị lấp đi tại sao chọn chỗ khó khăn nhất vậy . thảo nào đéo bao giờ có người yêu :))"
1124,Sadness,mệt mõi 😥
207,Enjoyment,đã thử và rất thích thú 😆.
1708,Surprise,"ủa bất ngờ đây , thanh niên nào đây =))))"
861,Enjoyment,con này chăm sóc n là n bao đẹp ><
1524,Anger,"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn ."
149,Disgust,"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười biếng thui 🙃🙃"
1202,Sadness,móng tay và tóc theo thời gian thì mọc càng dài tại sao chỉ có con chim là nó không mọc dài hơn nữa ta
1297,Enjoyment,tuyệt thật
1087,Sadness,năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️
957,Enjoyment,bé tí mà đã có múi rồi :)))
1640,Other,giờ nín ngay không ? việc gì phải khóc
1908,Enjoyment,"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề"
812,Enjoyment,chuẩn không can chinh
563,Anger,liên quan đéo gì . trung thu tết đoàn viên gia đình chứ đoàn viên người yêu đéo đâu .
660,Other,cái đồng hồ mọi người cho em hỏi giá bao nhiêu ạ
718,Other,cụ í đỗ sai thì mợ cứ báo chính quyền thôi
13,Other,tao chưa nghe nói kính thuỷ lực bai giờ .
1637,Disgust,"khiển trách là bị mắng rồi má , lại còn bắt chép phạt ác thật"
856,Enjoyment,dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃
361,Enjoyment,cưng gì đâu
1767,Disgust,2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì
935,Enjoyment,per kkkk
1333,Sadness,tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(
441,Other,thính thơm không
582,Sadness,ôi không đừng vậy mà :((
453,Anger,"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???"
304,Enjoyment,nghe anh ấy nới chuyện rất thuyết phục
947,Other,khi nào tao nhìn con xò lông bánh bèo mà tao không mắc ói . thì khi đó tao lấy
746,Other,có thể là nó yêu mày :))
574,Enjoyment,per ối bạn ơi quà sinh nhật mình đây rồiiiii
1380,Enjoyment,ai cho mình xin page của con này với thích xem nó live stream bán đồ gê
281,Other,cho nó đi trồng lại 10 ha và chăm sóc cho tới khi cây lớn bằng núc chúng nó bơm chết
1695,Disgust,toàn bọn óc chó . không có lương tâm . sao chúng nó lại làm như vậy không nghĩ hậu quả sau này sao .
256,Anger,"bảo không ly hôn cơ mà 😑, dma chơi nhau à"
486,Other,cần phải tỉnh táo
421,Other,per thật sự là có cách nào dắt bé đi theo được không ? 😭
1291,Enjoyment,"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui 🙂"
377,Enjoyment,phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem
107,Enjoyment,thôi thì đi xem avenger lần 3 để tránh nóng nốt chiều nay không mai mưa rồi hehee
659,Other,cho xin tí muối ạ
142,Fear,sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết
1827,Enjoyment,đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi
1423,Disgust,nằm đó mà mơ 🙂
783,Enjoyment,duyên quá nói chuyện hay
1170,Disgust,"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ bẩn cho cá nhân mình"
1602,Disgust,gắt quá nha 😂
971,Other,đừng trách anh vô tình vì em đã vô tâm
1645,Surprise,"wow , đẹp dữ vậy à hehe"
1108,Enjoyment,"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ 😂😂😂 tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật 😁"
423,Other,"thôi , không tranh cãi , không lại các bác . nói chung không cấm thì đỗ , còn đỗ để làm gì thì do ý thức mỗi người"
1304,Sadness,khóc vãi 😭
871,Disgust,"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung nguyên thiền định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp quản được rồi qua ơi ."
94,Disgust,cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời
1820,Enjoyment,và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần
106,Disgust,lại là bà hàng xóm 😒
1512,Anger,bọn óc vật 🙂 đụng vào con cháu nhà tao thử
1086,Enjoyment,hay . đỡ mệt
1926,Disgust,"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol"
1769,Surprise,per nhìn quen quen mày ơi
1731,Disgust,mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu
1899,Enjoyment,gv có tâm vãi 😂
1047,Enjoyment,cầu mong chú có cuộc sống tốt hơn ❤
609,Other,"bạn bè thì nó hỏi han , hay nhắn tin thôi .. hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣"
980,Enjoyment,khớp vãi =))))))) mặt con bé
240,Other,mạng nhện chắc đóng kín rồi nhỉ
19,Fear,tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa :)))
1381,Enjoyment,ngày ấy cũng từng như vậy ☺️
1126,Enjoyment,"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào ."
1807,Surprise,quả mặt dễ thương dữ vậy
696,Other,"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂😂"
1346,Enjoyment,cưng xĩu 😊😊
1668,Surprise,người ngoài hành tinh nói tiếng anh ????? nà ní ?????
1173,Enjoyment,"nghĩ đến cảnh mặc áo là cảm thấy mất cả tuổi thanh xuân , chưa kể là lúc ngứa thì gãi kiểu gì 😂😂"
482,Sadness,cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá . nhìn thèm ứ chịu được 😔😔😔
94,Enjoyment,xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy
1679,Enjoyment,nó giống tao ghê . gặp tao tao cũng chọn mày
1115,Enjoyment,hiện tại cảm thấy hạnh phúc khi môi trường làm việc toàn người lầy ....
1238,Enjoyment,đúng là mỹ nhanh gọn dứt khoát
577,Enjoyment,khúc cuối cười lộn ruột
1874,Enjoyment,mặt con mèo giải trí dữ 😬
203,Disgust,tại con này xấu quá không nhận diện được khuôn mặt
1185,Disgust,"đã ra tù nhưng chắc nhớ tù quá , muốn quay lại trại nên mặc quả đồ này :vậy"
1237,Enjoyment,anh có tin em giận lại anh không ?
1697,Disgust,ác đến vậy là cùng
460,Sadness,khi cô đơn lòng em nhớ ai :((
522,Other,"nếu chiếc xe đỗ giữa cửa nhà tôi như trong hình của thớt tôi hoàn toàn không có cảm giác gì , kể cả ngày nào cũng vậy luôn ."
23,Fear,"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁"
1031,Sadness,"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí chất =)))"
1520,Sadness,xem xong tao đã khóc rất nhiều
1572,Enjoyment,ha ha ❤️ chất lắm
1853,Surprise,bộ này hoàn hảo quá
978,Enjoyment,đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy
1293,Disgust,lại ngáo đá rồi
1101,Sadness,tao thì nói xong lại thấy người ta không hứng thú thì lại lượn
407,Enjoyment,để có được cái nắm tay tuổi già là bao giông bão của tuổi trẻ . mấy ai qua được bão giông ?
751,Enjoyment,quan trọng là có per luôn tạo độ khó game cho tôi :))) và không thể thiếu sự trợ giúp của các anh em trong team 😂
430,Sadness,điều tồi tệ là học nửa vời chã ra làm sao
495,Other,chỉ có màn hình là xấu thui
1027,Other,cùng câu hỏi .. vụ thang máy thì sao nhỉ
1920,Enjoyment,"mỗi ngày đi làm về , tôi không vội vào thang ngay mà thường ngồi sảnh tầm 20p chỉ để ngắm gái xinh cùng tòa 😆."
226,Enjoyment,đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew
931,Enjoyment,per sau hôm sinh nhật là có cái này . ngon vãi
156,Fear,per kinh dị thấy mệ luôn nè
932,Other,tuy hơi fail 1 chút nhưng rất có năng khiếu lớn lên không chừng làm ca sĩ ấy chứ đừng đùa
1646,Enjoyment,đúng là tấm gương xáng để con cháu noi theo =))))))
53,Fear,khi đã đổ vỡ hàn gắn lại chắc gì đã được như lúc đầu :'<
349,Disgust,"tào lao , bịa đặt"
89,Enjoyment,"chia sẻ cho anh em , haha"
763,Enjoyment,cách này nhiều người áp dụng quá rồi :)))
1604,Disgust,tưởng bú được vài cái thích của tụi dân trí thấp thì mình khôn ?
1641,Surprise,doume khó vậy mà cũng nghĩ ra được 🤣
60,Enjoyment,sao ảnh này nhìn con rắn đáng yêuc vãi :)))
15,Fear,sau mưa ra đường sợ nhất gặp giun
354,Enjoyment,per đứa nào nghĩ ra được cái qcao hay vãi ...
1868,Enjoyment,bạn trai thì chưa . nhưng mỗi lần thằng bạn nó cắt tóc cạo râu thì auto nhìn đẹp trai
1941,Disgust,í thức mấy đứa đi xem như lol .
613,Sadness,đã từng . và bị phũ như 1 con chó 🐶😂😂😂😂
1705,Disgust,thiểu năng đội cái nón không nổi thì sao đủ năng lực chạy xe . nhìn là thấy hãm .
846,Sadness,anh lấy đi niềm tin trả lại cho em những gì
946,Enjoyment,thông minh lắm
1314,Anger,thêm cái trang này ăn cắp ý tưởng của tôi
