Sentence,Emotion
"thì bác cứ tranh luận đi , bác nói đúng thì mình cũng chả nói gì , còn mình thấy cái kiểu cậy nhà mặt đường nhưng tư tưởng nhắn tin kia thì kiểu gì cũng có ngày sấp mặt .",Tức giận
yêu thế,Vui vẻ
nhưng vẫn tồn tại nhiều đứa con gái không như vậy mà ??,Trung lập
"ê tao cũng hay giữ mấy cái linh tinh lại như vậy để vài năm sau mở ra xem lại có cảm giác hoài niệm , mà mẹ tao bắt tao vứt hết rồi 😢",Buồn bã
ảnh đẹp quá 😍,Vui vẻ
"t không tiếc mấy ly trà sữa , chỉ thấy tội cho mấy cô lao công dọn dẹp mà thôi 😔",Buồn bã
người lớn tuổi nhiều lúc rất dễ thương 😊❤,Vui vẻ
sao giốg với mình v . nhưg mình từ bỏ rồi người ta hình như cũng có người khác . từ đầu là do mình ảo tưởg thôi giờ thì tỉnh đi cô gái ạ,Buồn bã
tôi đập cho toè cái mỏ lun nha,Tức giận
có ai ngu như tao không đơn phương con nhỏ cạnh nhà 4 năm mặc dù nó ngồi chung bàn với tao suốt mấy năm cấp 3 :(((,Buồn bã
ở nhà vênh lắm đi bộ đội thì yếu ớt vãi,Tức giận
thương mấy anh quá mà tao không kiềm được vẫn phải thả haha,Vui vẻ
bẩn vãi,Tức giận
đường của nhà nước co phải nhà cụ đâu mà kêu ca,Tức giận
đm độc bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý thức của tụi mày đó đầu trâu óc chó . nếu chọn nghề khác thì dume ai làm công việc đó ... nghề chọn mình mình không chọn nghề được ... kể cả làm phò như tụi mày cũng vậy,Tức giận
mai người ta đi học mai tao đi du lịch ố la la =))))))))))))),Vui vẻ
có khi nào kết hôn xong nó giết lấy tiền bảo hiểm không,Sợ hãi
nó mà cắn ai 1 phát thì ... nghĩ thôi đã rùng mình,Sợ hãi
mát lồng lộng mày ạ,Vui vẻ
mưa lắm các con giời ở nhà ngủ cho khoẻ nhé .,Trung lập
năm nay con bao nhiêu tuổi rồi ? =)),Trung lập
vì chúng ta không nên nói chuyện với nhau nữa,Buồn bã
tao xin bổ sung thêm,Trung lập
"ngu và ngang ngược quen rồi , chừa tật nhé",Tức giận
có người sinh ra đã làm ban giám khảo anh nhé kk,Vui vẻ
thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình,Buồn bã
hay bị giật khô trên đó rồi :(,Buồn bã
"đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử tử hết . loz mẹ chúng mày vì lợi nhuận giết hết cả tương lai đất nước , dume lũ chó chết",Tức giận
đéo có người thương để mà làm ấy chứ :(,Buồn bã
"per chồng xem đi , hài lắm",Vui vẻ
per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi,Tức giận
chạy ngay đi 😨😨 trước khi bọn chủ tịch vào đây và giả làm con c * c gì đó rồi bị coi thường và tụi bay phải nhận cái kết đấy . 😬😬😬😬,Trung lập
nhưng mà từ giờ trở đi đéo được tiếp xúc rồiii,Buồn bã
"per cùng suy nghĩ , và sợ cả điện giật nữa , giờ cứ ngồi cho chắc ăn .",Trung lập
"cái này ở shop đồng giá 40k aeon có nè , tê tới dái luôn",Vui vẻ
ngày buồn nhất trời đổ cơn mưa :(,Buồn bã
không có khúc rớt dt hả .. 😑,Trung lập
như con điên :)),Tức giận
tao lại bị mọc lông chân rồi :((,Buồn bã
mỗi lần tao ăn đu đủ bằng thìa thì bố tao lại chửi tao . bố tao bảo loại mày ăn đu đủ không cần thìa đâu .,Buồn bã
"vãi cả ngứa mắt :)). lập luận rất là có cái "" lí "" luôn . đấy , ngứa mắt là sai cả lí rồi nhé mấy ông đỗ xe =)))",Tức giận
mua thuốc ngoài thú y sức vào vài ngày nó không bám nữa,Trung lập
"tao cũng hay nằm mơ con mèo của mình nó về , tao tưởng thật nên khóc cả trong mơ lẫn ngoài đời . nhưng nó đâu có thể về được nữa ...",Buồn bã
giá mà có ai để giận :v,Buồn bã
"chân ta cũng là chân đi và giờ bị đứt dây chằng , nằm một chỗ đợi mổ rồi mày . đồng cảm vãi",Buồn bã
"ai ở gần đó xin hãy giúp chú , thương chú",Buồn bã
cuối ngày hình ảnh của ông bà là đẹp nhất ... chúc ông bà mãi hạnh phúc sống thật lâu lâu nhé 😘😘😘,Vui vẻ
cắt như anh này gọn gàng thoáng mát nhé auto đẹp trai,Trung lập
"có thể xương của mày nó bị giòn , xuất viện nhớ bổ sug thêm nhiều canxi nhé",Trung lập
per 1 lần chơi lớn xem em có trầm trồ,Trung lập
xin lỗi mày nhưng tao đọc buồn cười,Vui vẻ
trải qua một cuộc bể dâu . những điều trông thấy mà đau đớn lòng,Buồn bã
t nghĩ thằng châu phi kia nó rất nhiều tiền,Trung lập
per đi đâu cũng nghe bài này riết muốn tắt dẹp cho rồi,Tức giận
nhìn thấy ghét ...,Tức giận
per xàm lol giáo dục đéo gì,Tức giận
per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???,Tức giận
chán mấy ông thanh niên .,Buồn bã
trẻ trâu thời nào cũng có thông cảm đi,Tức giận
cũng là chị em nó làm nhà trẻ nên chịu thôi,Trung lập
bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác,Tức giận
đốt cháy túi tiền thì ở nhà cho rồi . xem chi không biết,Tức giận
per có thằng bị tao bắn từ đó không thấy họa mi hót nữa luôn,Vui vẻ
"hôm qua tôi đi grab gặp được bạn đẹp trai , thơm phức nè . có cô gái nào có hứng thú hem ?",Vui vẻ
đẹp quá v 😍😍,Vui vẻ
:) thế trong trường hợp này thì sao ? có nhiều xe lắm đâu cụ,Trung lập
lo cho thang bé lỡ rớt điện thoại xuống nước thì ....,Sợ hãi
per dăm ba cái con nhện :))))),Trung lập
ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂,Trung lập
trong 1 năm đó bố mẹ ông cho ông 10 tỷ đố là tiêu vặt và 1 con lám bồ để đi giao hàng,Trung lập
k chăm được thì đừng nuôi nhìn tội quá ??,Tức giận
"có hôm nó lo đọc cho mình nên không chép kịp bài , cô giáo bắt phạt đánh đòn cả hai đứa . năm sau bạn í chuyển trường mất , nhớ bạn quá !",Buồn bã
"đừng ám tao nữa , sợ lắm",Sợ hãi
tao gửi từ ngã tư đồng đội cơ mà đi xa vãi,Trung lập
"lạ kì thật , một kì thi quan trọng như vầy mà vẫ nhầm đề được .",Tức giận
định mệnh tao lại quên mang áo mưa,Buồn bã
chia buồn cùng người dân và đất nước pháp,Buồn bã
"per mày ơi trò này lợi hại nè áp dụng ngay :"")))",Vui vẻ
per :))) không bù cho nhũng người như cta,Buồn bã
ôi gu mình !! mà phim lâu quá rùi giờ mà đóng lại bản khác thì không biết sao haaa,Vui vẻ
"giống hệt mình , nhưng bạn may mắn hơn vì bên này quyết trốn nợ tận cùng",Buồn bã
"đéo mẹ bệnh viện chứ có phải chỗ gửi xe đâu , nó niêm yết rõ ràng như thế kêu ca cái gì",Tức giận
"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng dáng con , mong con vẫn sống ...",Buồn bã
chất đó có làm mềm não không ?,Trung lập
em này có cạo lông không ta sao nhìn lông ngăn quá,Trung lập
"ngày nào cũng thấy tàu trật bánh , khá buồn",Buồn bã
tao thấy nhảm quá,Tức giận
"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm",Tức giận
per em đã tìm ra giải pháp thiết kế rồi nhé :))),Vui vẻ
sad cực mạnh,Buồn bã
per may cho bạn 😄😄😄,Vui vẻ
đợi đến ngày họp lớp đi 😪,Buồn bã
tao thích con trai đầu tóc gọn gàng vãi_chưởng 🙃,Vui vẻ
"hành động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn :)) 0",Vui vẻ
chỉ ước về sau mình được vay,Vui vẻ
"bạn bè nói chuyện cũng chụp post facebook , vui không ?",Tức giận
per mệt quá mấy con ơi,Buồn bã
nói tóm lại là nó thích đỗ đâu thì nó đỗ mình thích thì mình gọi công an . chứ mình không có quyền,Trung lập
"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑",Buồn bã
tôi muốn có một mối tình bình dị .,Trung lập
hú hồn chim én :)),Sợ hãi
phải có bao nhiêu tình cảm mới có thể viết ra được những dòng này ...,Buồn bã
"bờ biển thì rộng , có những chỗ mày viết có thể rất lâu sau mới bị lấp đi tại sao chọn chỗ khó khăn nhất vậy . thảo nào đéo bao giờ có người yêu :))",Tức giận
mệt mõi 😥,Buồn bã
đã thử và rất thích thú 😆.,Vui vẻ
con này chăm sóc n là n bao đẹp ><,Vui vẻ
"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn .",Tức giận
"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười biếng thui 🙃🙃",Tức giận
móng tay và tóc theo thời gian thì mọc càng dài tại sao chỉ có con chim là nó không mọc dài hơn nữa ta,Buồn bã
tuyệt thật,Vui vẻ
năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️,Buồn bã
bé tí mà đã có múi rồi :))),Vui vẻ
giờ nín ngay không ? việc gì phải khóc,Trung lập
"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề",Vui vẻ
chuẩn không can chinh,Vui vẻ
liên quan đéo gì . trung thu tết đoàn viên gia đình chứ đoàn viên người yêu đéo đâu .,Tức giận
cái đồng hồ mọi người cho em hỏi giá bao nhiêu ạ,Trung lập
cụ í đỗ sai thì mợ cứ báo chính quyền thôi,Trung lập
tao chưa nghe nói kính thuỷ lực bai giờ .,Trung lập
"khiển trách là bị mắng rồi má , lại còn bắt chép phạt ác thật",Tức giận
dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃,Vui vẻ
cưng gì đâu,Vui vẻ
2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì,Tức giận
per kkkk,Vui vẻ
tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(,Buồn bã
thính thơm không,Trung lập
ôi không đừng vậy mà :((,Buồn bã
"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???",Tức giận
nghe anh ấy nới chuyện rất thuyết phục,Vui vẻ
khi nào tao nhìn con xò lông bánh bèo mà tao không mắc ói . thì khi đó tao lấy,Trung lập
có thể là nó yêu mày :)),Trung lập
per ối bạn ơi quà sinh nhật mình đây rồiiiii,Vui vẻ
ai cho mình xin page của con này với thích xem nó live stream bán đồ gê,Vui vẻ
cho nó đi trồng lại 10 ha và chăm sóc cho tới khi cây lớn bằng núc chúng nó bơm chết,Trung lập
toàn bọn óc chó . không có lương tâm . sao chúng nó lại làm như vậy không nghĩ hậu quả sau này sao .,Tức giận
"bảo không ly hôn cơ mà 😑, dma chơi nhau à",Tức giận
cần phải tỉnh táo,Trung lập
per thật sự là có cách nào dắt bé đi theo được không ? 😭,Trung lập
"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui 🙂",Vui vẻ
phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem,Vui vẻ
thôi thì đi xem avenger lần 3 để tránh nóng nốt chiều nay không mai mưa rồi hehee,Vui vẻ
cho xin tí muối ạ,Trung lập
sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết,Sợ hãi
đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,Vui vẻ
nằm đó mà mơ 🙂,Tức giận
duyên quá nói chuyện hay,Vui vẻ
"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ bẩn cho cá nhân mình",Tức giận
gắt quá nha 😂,Tức giận
đừng trách anh vô tình vì em đã vô tâm,Trung lập
"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ 😂😂😂 tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật 😁",Vui vẻ
"thôi , không tranh cãi , không lại các bác . nói chung không cấm thì đỗ , còn đỗ để làm gì thì do ý thức mỗi người",Trung lập
khóc vãi 😭,Buồn bã
"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung nguyên thiền định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp quản được rồi qua ơi .",Tức giận
cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời,Tức giận
và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần,Vui vẻ
lại là bà hàng xóm 😒,Tức giận
bọn óc vật 🙂 đụng vào con cháu nhà tao thử,Tức giận
hay . đỡ mệt,Vui vẻ
"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol",Tức giận
mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu,Tức giận
gv có tâm vãi 😂,Vui vẻ
cầu mong chú có cuộc sống tốt hơn ❤,Vui vẻ
"bạn bè thì nó hỏi han , hay nhắn tin thôi .. hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",Trung lập
khớp vãi =))))))) mặt con bé,Vui vẻ
mạng nhện chắc đóng kín rồi nhỉ,Trung lập
tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa :))),Sợ hãi
ngày ấy cũng từng như vậy ☺️,Vui vẻ
"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào .",Vui vẻ
"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂😂",Trung lập
cưng xĩu 😊😊,Vui vẻ
"nghĩ đến cảnh mặc áo là cảm thấy mất cả tuổi thanh xuân , chưa kể là lúc ngứa thì gãi kiểu gì 😂😂",Vui vẻ
cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá . nhìn thèm ứ chịu được 😔😔😔,Buồn bã
xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy,Vui vẻ
